so_hieu,level,title,heading,path,ordinal,parent_item_id,item_id
1139,dieu,Điều 11,Quy trình chuẩn bị cho kỳ thi,11-Feb,2011,0fcd1d75-5521-4a7f-a3ad-bfdb21a23678,fdb1f3cb-46ea-4725-91ee-42043c0cfe63
1139,khoan,Khoản 1,,2/11/2001,11001,fdb1f3cb-46ea-4725-91ee-42043c0cfe63,f03ecb73-06dd-4084-93af-145efed9a921
1139,khoan,Khoản 2,,2/11/2002,11002,fdb1f3cb-46ea-4725-91ee-42043c0cfe63,8a9cca00-1f73-401b-9d04-e4abe7ca3559
1139,khoan,Khoản 3,,2/11/2003,11003,fdb1f3cb-46ea-4725-91ee-42043c0cfe63,f0b0d024-9b9d-4811-bb99-198e4a0840d0
1139,dieu,Điều 12,Trách nhiệm của cán bộ coi thi,12-Feb,2012,0fcd1d75-5521-4a7f-a3ad-bfdb21a23678,894561d9-bc4e-4fd3-8cdd-412a0efc193b
1139,khoan,Khoản 1,,2/12/2001,12001,894561d9-bc4e-4fd3-8cdd-412a0efc193b,980219b8-9cbb-4a7e-9abe-491ea54191dd
1139,khoan,Khoản 10,,2/12/2010,12010,894561d9-bc4e-4fd3-8cdd-412a0efc193b,0182f024-d376-43a6-bd32-babd0906adf1
1139,khoan,Khoản 11,,2/12/2011,12011,894561d9-bc4e-4fd3-8cdd-412a0efc193b,03054046-9fe0-4b95-9c7d-6553f936c7ad
1139,khoan,Khoản 12,,2/12/2012,12012,894561d9-bc4e-4fd3-8cdd-412a0efc193b,59302370-deee-4501-b978-a05ed41485a6
1139,diem,Điểm a),,2/12/12/a,12012.01,59302370-deee-4501-b978-a05ed41485a6,ea56482c-c624-49ed-9749-9a8efcda66d6
1139,diem,Điểm b),,2/12/12/b,12012.02,59302370-deee-4501-b978-a05ed41485a6,9bd0b702-6f02-4065-9489-8a808ccca567
1139,diem,Điểm c),,2/12/12/c,12012.03,59302370-deee-4501-b978-a05ed41485a6,367f00d9-ddd8-42a3-be4f-84a081ddb76c
1139,diem,Điểm d),,2/12/12/d,12012.04,59302370-deee-4501-b978-a05ed41485a6,0b918676-bf23-4194-b114-30daa61867f9
1139,diem,Điểm e),,2/12/12/e,12012.05,59302370-deee-4501-b978-a05ed41485a6,7fa0d104-1840-4fe0-b9d8-b8168d51c82d
1139,khoan,Khoản 13,,2/12/2013,12013,894561d9-bc4e-4fd3-8cdd-412a0efc193b,3555412a-fbea-4107-aaa5-308c62f9f4d4
1139,diem,Điểm a),,2/12/13/a,12013.01,3555412a-fbea-4107-aaa5-308c62f9f4d4,707001bf-37cc-4dca-b4c7-5e3271758b8a
1139,diem,Điểm b),,2/12/13/b,12013.02,3555412a-fbea-4107-aaa5-308c62f9f4d4,fd450d97-d457-43e6-bb45-40fe0dd72f77
1139,khoan,Khoản 2,,2/12/2002,12002,894561d9-bc4e-4fd3-8cdd-412a0efc193b,585b6a51-b3a2-455a-9cfb-d0cbd6565167
1139,khoan,Khoản 3,,2/12/2003,12003,894561d9-bc4e-4fd3-8cdd-412a0efc193b,a6550737-3e5e-443b-9478-464eecd9d4a2
1139,khoan,Khoản 4,,2/12/2004,12004,894561d9-bc4e-4fd3-8cdd-412a0efc193b,996ddce5-3d86-4d14-bcda-a6e0fabb62e1
1139,khoan,Khoản 5,,2/12/2005,12005,894561d9-bc4e-4fd3-8cdd-412a0efc193b,6fe49417-c25c-4876-82ef-b51f1923a5a3
1139,khoan,Khoản 6,,2/12/2006,12006,894561d9-bc4e-4fd3-8cdd-412a0efc193b,0fdd366f-b0c1-4cf0-b96c-91194100e7c6
1139,khoan,Khoản 7,,2/12/2007,12007,894561d9-bc4e-4fd3-8cdd-412a0efc193b,7789b17c-0acf-4734-b72a-8fd7374a9177
1139,khoan,Khoản 8,,2/12/2008,12008,894561d9-bc4e-4fd3-8cdd-412a0efc193b,a56ffafc-aa2e-4a85-9ad5-0c64cf8aa7eb
1139,khoan,Khoản 9,,2/12/2009,12009,894561d9-bc4e-4fd3-8cdd-412a0efc193b,967df5bf-e52d-4b88-8949-218735736db6
1139,dieu,Điều 13,Trách nhiệm của sinh viên dự thi,13-Feb,2013,0fcd1d75-5521-4a7f-a3ad-bfdb21a23678,b2315ddd-8c4f-4c6f-a329-a85407032552
1139,khoan,Khoản 1,,2/13/2001,13001,b2315ddd-8c4f-4c6f-a329-a85407032552,2f4d854e-2a19-40c0-94bd-1279371601a1
1139,khoan,Khoản 2,,2/13/2002,13002,b2315ddd-8c4f-4c6f-a329-a85407032552,7f68e490-95db-4138-a464-b3390bad3b0f
1139,diem,Điểm a),,2/13/2/a,13002.01,7f68e490-95db-4138-a464-b3390bad3b0f,be033d43-5ad7-4702-9492-a71d0f70e8e7
1139,diem,Điểm b),,2/13/2/b,13002.02,7f68e490-95db-4138-a464-b3390bad3b0f,597d741e-f1e9-4a7d-8653-e291e6b4971d
1139,diem,Điểm c),,2/13/2/c,13002.03,7f68e490-95db-4138-a464-b3390bad3b0f,1f71d365-0992-43e8-a457-75596142b48b
1139,diem,Điểm d),,2/13/2/d,13002.04,7f68e490-95db-4138-a464-b3390bad3b0f,3a3010fb-6ad7-4743-a583-095b69bada29
1139,diem,Điểm e),,2/13/2/e,13002.05,7f68e490-95db-4138-a464-b3390bad3b0f,928a0aa0-06a1-4364-9efd-d63374fd25e6
1139,diem,Điểm f),,2/13/2/f,13002.06,7f68e490-95db-4138-a464-b3390bad3b0f,e62cb1d0-2405-42db-b399-0a9077bad05e
1139,diem,Điểm g),,2/13/2/g,13002.07,7f68e490-95db-4138-a464-b3390bad3b0f,6c9df5e1-98a4-4d28-8c80-ee64c19b7674
1139,diem,Điểm h),,2/13/2/h,13002.08,7f68e490-95db-4138-a464-b3390bad3b0f,6163d2d0-6383-413c-af0f-6883d79afbf4
1139,khoan,Khoản 3,,2/13/2003,13003,b2315ddd-8c4f-4c6f-a329-a85407032552,9eed8eee-ced0-442d-b78a-49c296037970
1139,diem,Điểm a),,2/13/3/a,13003.01,9eed8eee-ced0-442d-b78a-49c296037970,80214b01-dcf7-4790-bcfb-e7171c7ca75e
1139,diem,Điểm b),,2/13/3/b,13003.02,9eed8eee-ced0-442d-b78a-49c296037970,6bd23781-11b5-4b30-84c3-5eba663162f6
1139,diem,Điểm c),,2/13/3/c,13003.03,9eed8eee-ced0-442d-b78a-49c296037970,e6cc1b16-d364-479b-a6b3-fdfc094b8876
1139,diem,Điểm d),,2/13/3/d,13003.04,9eed8eee-ced0-442d-b78a-49c296037970,0ee3a399-3105-4c00-bb71-c65a6c772631
1139,diem,Điểm e),,2/13/3/e,13003.05,9eed8eee-ced0-442d-b78a-49c296037970,2d0379e6-5e72-425e-b2b8-2a860a5228c4
1139,khoan,Khoản 4,,2/13/2004,13004,b2315ddd-8c4f-4c6f-a329-a85407032552,334f9186-a415-49ec-8d78-390d502023a1
1139,diem,Điểm a),,2/13/4/a,13004.01,334f9186-a415-49ec-8d78-390d502023a1,876b542f-ff15-47fe-b737-fb6467ade49e
1139,diem,Điểm b),,2/13/4/b,13004.02,334f9186-a415-49ec-8d78-390d502023a1,c93d987f-4a89-40c1-a328-c384422c9a18
1139,diem,Điểm c),,2/13/4/c,13004.03,334f9186-a415-49ec-8d78-390d502023a1,0cbf0738-e64d-48fa-b66e-c9b95b69b38f
1139,dieu,Điều 14,"Quy trình tổ chức thi (đối với hình thức tự luận, trắc nghiệm)",14-Feb,2014,0fcd1d75-5521-4a7f-a3ad-bfdb21a23678,6c485e28-a5d6-4171-8574-d9633a4c9649
1139,khoan,Khoản 1,,2/14/2001,14001,6c485e28-a5d6-4171-8574-d9633a4c9649,9f258623-977d-45f5-9716-d7d23da9aa80
1139,khoan,Khoản 2,,2/14/2002,14002,6c485e28-a5d6-4171-8574-d9633a4c9649,d233fc8f-9d7c-40c2-9aad-e9df350e9846
1139,dieu,Điều 15,"Quy trình tổ chức thi (đối với hình thức vấn đáp, đồ án)",15-Feb,2015,0fcd1d75-5521-4a7f-a3ad-bfdb21a23678,985f86f2-9748-4dea-929f-e607cb112c11
1139,khoan,Khoản 1,,2/15/2001,15001,985f86f2-9748-4dea-929f-e607cb112c11,06248417-bd42-45a1-865b-dc3de46a4cff
1139,khoan,Khoản 1,,2/15/2001,15001,985f86f2-9748-4dea-929f-e607cb112c11,5ea0de31-2e88-403a-a78a-4a25a3ece4f6
1139,khoan,Khoản 2,,2/15/2002,15002,985f86f2-9748-4dea-929f-e607cb112c11,05d94363-1d37-4e2d-8002-b0f8ff444604
1139,khoan,Khoản 2,,2/15/2002,15002,985f86f2-9748-4dea-929f-e607cb112c11,52155417-c26b-498b-915c-526ae8d034fc
1139,khoan,Khoản 2,,2/15/2002,15002,985f86f2-9748-4dea-929f-e607cb112c11,ba7e6348-9a61-49cf-bdb1-af0bee49fde9
1139,khoan,Khoản 3,,2/15/2003,15003,985f86f2-9748-4dea-929f-e607cb112c11,7f70cca3-8d63-4158-924f-7a0be6d2b743
1139,khoan,Khoản 3,,2/15/2003,15003,985f86f2-9748-4dea-929f-e607cb112c11,83b03ded-9b9a-4daf-b017-c8cafd094512
1139,khoan,Khoản 3,,2/15/2003,15003,985f86f2-9748-4dea-929f-e607cb112c11,e5600460-e749-4d9b-836b-0c52d3383c83
1139,khoan,Khoản 4,,2/15/2004,15004,985f86f2-9748-4dea-929f-e607cb112c11,478ed9ad-85a0-40e8-abc0-c89e863a033c
1139,khoan,Khoản 5,,2/15/2005,15005,985f86f2-9748-4dea-929f-e607cb112c11,095e47d6-c2a0-4498-9c42-c18531d16ccc
1139,khoan,Khoản 5,,2/15/2005,15005,985f86f2-9748-4dea-929f-e607cb112c11,14c4710b-73a6-4368-a814-6cefb8237eb5
1139,khoan,Khoản 6,,2/15/2006,15006,985f86f2-9748-4dea-929f-e607cb112c11,09c23883-a527-4a16-8320-05c9449bb724
1139,dieu,Điều 5,Trách nhiệm chuẩn bị và tổ chức thi,5-Feb,2005,0fcd1d75-5521-4a7f-a3ad-bfdb21a23678,8cfd8b78-539f-4938-b1fc-1c94e2bb5f73
1139,khoan,Khoản 1,,2/5/2001,5001,8cfd8b78-539f-4938-b1fc-1c94e2bb5f73,636846b8-4420-493e-8ea4-5db5c327707e
1139,dieu,Điều 6,"Xếp lịch thi, chuẩn bị danh sách SV dự thi và vật tư thi",6-Feb,2006,0fcd1d75-5521-4a7f-a3ad-bfdb21a23678,da803db9-cd08-46fb-bde3-d9a6332fcdc3
1139,khoan,Khoản 1,,2/6/2001,6001,da803db9-cd08-46fb-bde3-d9a6332fcdc3,9116c537-7976-4036-9aa2-672cf919ac08
1139,dieu,Điều 7,Phân công cán bộ coi thi (CBCT),7-Feb,2007,0fcd1d75-5521-4a7f-a3ad-bfdb21a23678,8627807e-b356-4292-8766-a5f4346ef94f
1139,khoan,Khoản 1,,2/7/2001,7001,8627807e-b356-4292-8766-a5f4346ef94f,9c722de6-fff7-4cf0-9257-d2be1cd8c4bc
1139,dieu,Điều 8,Ra đề thi và in đề thi,8-Feb,2008,0fcd1d75-5521-4a7f-a3ad-bfdb21a23678,92c68594-1c19-4fd3-ab25-1134af02ce7c
1139,khoan,Khoản 1,,2/8/2001,8001,92c68594-1c19-4fd3-ab25-1134af02ce7c,4ac7bc1e-9b87-452a-b94c-449a829f354f
1139,khoan,Khoản 2,,2/8/2002,8002,92c68594-1c19-4fd3-ab25-1134af02ce7c,5f7528cc-6563-41dd-8fcd-49bfb80117e1
1139,khoan,Khoản 3,,2/8/2003,8003,92c68594-1c19-4fd3-ab25-1134af02ce7c,b1daffa0-01a3-400e-a89d-5ec69b715086
1139,khoan,Khoản 4,,2/8/2004,8004,92c68594-1c19-4fd3-ab25-1134af02ce7c,8b38ec9c-e6b0-47cf-bd96-6d0a5b6fc8aa
1139,khoan,Khoản 5,,2/8/2005,8005,92c68594-1c19-4fd3-ab25-1134af02ce7c,3ee8838f-b37b-4a03-8df0-618c7b82d491
1139,khoan,Khoản 6,,2/8/2006,8006,92c68594-1c19-4fd3-ab25-1134af02ce7c,9310a62c-2b30-4e0d-86ed-ef64f87f6be5
1139,dieu,Điều 9,Nhân đề thi và đóng gói đề thi,9-Feb,2009,0fcd1d75-5521-4a7f-a3ad-bfdb21a23678,962d674d-2400-457c-8910-ffa497bf1c3d
1139,khoan,Khoản 1,,2/9/2001,9001,962d674d-2400-457c-8910-ffa497bf1c3d,dec758fb-72c1-4320-b81a-c4a1625c5f7a
1139,khoan,Khoản 2,,2/9/2002,9002,962d674d-2400-457c-8910-ffa497bf1c3d,e0c2f51d-bd01-4e14-aab7-12e4d352d33a
1139,khoan,Khoản 3,,2/9/2003,9003,962d674d-2400-457c-8910-ffa497bf1c3d,c43c6062-99a8-406d-86b9-1c56cdf50e20
1139,khoan,Khoản 4,,2/9/2004,9004,962d674d-2400-457c-8910-ffa497bf1c3d,8796cb41-f68b-4cfa-b822-2554351d6cb5
1139,khoan,Khoản 5,,2/9/2005,9005,962d674d-2400-457c-8910-ffa497bf1c3d,7f802a34-9cf2-4792-9df8-cbbf591fb193
1139,khoan,Khoản 6,,2/9/2006,9006,962d674d-2400-457c-8910-ffa497bf1c3d,f414d40f-b93e-484a-83a3-29b322102dcc
1139,khoan,Khoản 7,,2/9/2007,9007,962d674d-2400-457c-8910-ffa497bf1c3d,ae7ecad1-1602-4138-8981-dd327632e554
1139,chuong,Chương 3,,3,3,,d8ce0832-7eba-4d5e-9963-47202996b2a6
1139,dieu,Điều 16,"Chấm thi, nhập điểm và công bố điểm",16-Mar,3016,d8ce0832-7eba-4d5e-9963-47202996b2a6,0e8f066b-7bce-4b2f-bae1-66effea064ab
1139,khoan,Khoản 1,,3/16/2001,16001,0e8f066b-7bce-4b2f-bae1-66effea064ab,e2287724-2b6e-41ab-bc3a-be96716133e0
1139,khoan,Khoản 2,,3/16/2002,16002,0e8f066b-7bce-4b2f-bae1-66effea064ab,62cd93e5-4b43-42c3-a743-567b9680d08f
1139,khoan,Khoản 3,,3/16/2003,16003,0e8f066b-7bce-4b2f-bae1-66effea064ab,c0c79820-93ec-4aa4-9b29-577816acafff
1139,khoan,Khoản 4,,3/16/2004,16004,0e8f066b-7bce-4b2f-bae1-66effea064ab,900c5a4a-1585-45f2-848a-17eaaf9f80b5
1139,khoan,Khoản 5,,3/16/2005,16005,0e8f066b-7bce-4b2f-bae1-66effea064ab,5d07582c-e086-4510-885e-16d9d7615236
1139,khoan,Khoản 6,,3/16/2006,16006,0e8f066b-7bce-4b2f-bae1-66effea064ab,67a48c3e-efd8-4a43-bd6a-311742aa62dd
1139,khoan,Khoản 7,,3/16/2007,16007,0e8f066b-7bce-4b2f-bae1-66effea064ab,8c7ed615-a17f-4640-8aac-66976ea78ad8
1139,khoan,Khoản 8,,3/16/2008,16008,0e8f066b-7bce-4b2f-bae1-66effea064ab,2aa4a5ef-48c7-4487-8ed6-30b3639a39f4
1139,dieu,Điều 17,Quản lý điểm thi,17-Mar,3017,d8ce0832-7eba-4d5e-9963-47202996b2a6,7a8fe791-2ae8-4fc4-b97f-6f483c78a3fa
1139,khoan,Khoản 1,,3/17/2001,17001,7a8fe791-2ae8-4fc4-b97f-6f483c78a3fa,79941ec5-2755-4b6d-9bf5-adbc361bef41
1139,khoan,Khoản 2,,3/17/2002,17002,7a8fe791-2ae8-4fc4-b97f-6f483c78a3fa,2b511d36-24d2-4ebb-b915-53dfe71399ff
1139,khoan,Khoản 3,,3/17/2003,17003,7a8fe791-2ae8-4fc4-b97f-6f483c78a3fa,6d694c4f-3166-4285-99a8-04296b619992
1139,dieu,Điều 18,Quy trình chấm thi,18-Mar,3018,d8ce0832-7eba-4d5e-9963-47202996b2a6,5003a33e-7880-4da9-895e-95c5adfe049f
1139,khoan,Khoản 1,,3/18/2001,18001,5003a33e-7880-4da9-895e-95c5adfe049f,c58a3f55-426d-4669-8016-c41593f72e3f
1139,khoan,Khoản 2,,3/18/2002,18002,5003a33e-7880-4da9-895e-95c5adfe049f,ee20c386-e631-4fbc-97d4-ac11d7d82d71
1139,khoan,Khoản 6,,3/18/2006,18006,5003a33e-7880-4da9-895e-95c5adfe049f,b012808c-ffda-4c6f-a68c-f9c30cff45b9
1139,khoan,Khoản 7,,3/18/2007,18007,5003a33e-7880-4da9-895e-95c5adfe049f,a957cbab-e712-429d-9833-f015b2cab41b
1139,chuong,Chương 4,,4,4,,e2d60095-3c1b-4579-869c-38a9c8307492
1139,dieu,Điều 19,Tổ chức phúc khảo và giải quyết khiếu nại về điểm thi,19-Apr,4019,e2d60095-3c1b-4579-869c-38a9c8307492,e4691bdc-6681-48aa-9b10-9b9af5624c8d
1139,khoan,Khoản 1,,4/19/2001,19001,e4691bdc-6681-48aa-9b10-9b9af5624c8d,5d3e82f2-b59c-4e2d-8ff9-3173c7fdcbf7
1139,khoan,Khoản 2,,4/19/2002,19002,e4691bdc-6681-48aa-9b10-9b9af5624c8d,4cc211f6-aa60-46e9-a691-850e0565357c
1139,khoan,Khoản 3,,4/19/2003,19003,e4691bdc-6681-48aa-9b10-9b9af5624c8d,0de599f2-1ea6-403f-86b8-3ccaf36f65dc
1139,khoan,Khoản 4,,4/19/2004,19004,e4691bdc-6681-48aa-9b10-9b9af5624c8d,bb5c0931-2d7c-4522-91bb-d16d6e751183
1139,khoan,Khoản 5,,4/19/2005,19005,e4691bdc-6681-48aa-9b10-9b9af5624c8d,f0ee062f-5fd3-4236-bb43-c8a8cca50a63
1139,khoan,Khoản 6,,4/19/2006,19006,e4691bdc-6681-48aa-9b10-9b9af5624c8d,ea3b07d5-b55d-4db2-bd61-a6642f7f8d62
1139,dieu,Điều 20,Quy trình phúc khảo,20-Apr,4020,e2d60095-3c1b-4579-869c-38a9c8307492,b1dbf3bc-263d-4313-a6b0-9b60e551c182
1139,khoan,Khoản 1,,4/20/2001,20001,b1dbf3bc-263d-4313-a6b0-9b60e551c182,47845fbf-10c2-403d-8791-472f78ef090a
1139,khoan,Khoản 1,,4/20/2001,20001,b1dbf3bc-263d-4313-a6b0-9b60e551c182,2a89752b-d946-4dc1-847e-96203e5a547d
1139,khoan,Khoản 2,,4/20/2002,20002,b1dbf3bc-263d-4313-a6b0-9b60e551c182,42e29ed3-cd79-480e-a704-a104f093bb91
1139,khoan,Khoản 2,,4/20/2002,20002,b1dbf3bc-263d-4313-a6b0-9b60e551c182,f537ac71-30d8-4f41-ba1b-d447009462ad
1139,khoan,Khoản 3,,4/20/2003,20003,b1dbf3bc-263d-4313-a6b0-9b60e551c182,f170055c-afd4-4b52-a0a5-165d52c76ad5
1139,khoan,Khoản 3,,4/20/2003,20003,b1dbf3bc-263d-4313-a6b0-9b60e551c182,dd86052d-5b9a-43e6-afd0-b4c25bf0a355
1139,khoan,Khoản 4,,4/20/2004,20004,b1dbf3bc-263d-4313-a6b0-9b60e551c182,04ef3c9f-0231-4485-bb55-a468934897af
1139,khoan,Khoản 5,,4/20/2005,20005,b1dbf3bc-263d-4313-a6b0-9b60e551c182,b0babb43-f36d-423b-bf8d-5da94866f630
1139,chuong,Chương 5,,5,5,,82285ace-c5ca-4fe0-8e10-74cd6be8d7d9
1139,dieu,Điều 21,Chế độ lưu trữ,21-May,5021,82285ace-c5ca-4fe0-8e10-74cd6be8d7d9,b7de06cd-8672-43f0-b30b-efa1694030e5
1139,khoan,Khoản 1,,5/21/2001,21001,b7de06cd-8672-43f0-b30b-efa1694030e5,cc321a89-9a88-4abb-8036-73ae231395db
1139,chuong,Chương 6,,6,6,,c8243f7d-60be-4817-8c19-49f104e1aa8d
1139,dieu,Điều 22,Xử lý cán bộ vi phạm quy định,22-Jun,6022,c8243f7d-60be-4817-8c19-49f104e1aa8d,9960919a-dc81-485a-b4f6-00d56837bd6c
1139,khoan,Khoản 1,,6/22/2001,22001,9960919a-dc81-485a-b4f6-00d56837bd6c,6de15516-4f1f-4725-965e-014574ec1303
1139,khoan,Khoản 2,,6/22/2002,22002,9960919a-dc81-485a-b4f6-00d56837bd6c,91b1b3b2-5a44-430e-b772-1afcd7ea4506
1139,diem,Điểm a),,6/22/2/a,22002.01,91b1b3b2-5a44-430e-b772-1afcd7ea4506,8bf0038d-ddcc-4b57-a2d1-518f8553a241
1139,diem,Điểm b),,6/22/2/b,22002.02,91b1b3b2-5a44-430e-b772-1afcd7ea4506,644575eb-7783-4f21-b1fa-f9ea3ad68acd
1139,diem,Điểm c),,6/22/2/c,22002.03,91b1b3b2-5a44-430e-b772-1afcd7ea4506,e1547db4-da92-42b2-8732-d82b58d617fc
1139,diem,Điểm d),,6/22/2/d,22002.04,91b1b3b2-5a44-430e-b772-1afcd7ea4506,c0a6aa92-8d54-4f22-9376-4fce50d76170
1139,khoan,Khoản 3,,6/22/2003,22003,9960919a-dc81-485a-b4f6-00d56837bd6c,9b0c1b7d-bb17-4d24-ac3c-2fdbc6f07250
1139,diem,Điểm a),,6/22/3/a,22003.01,9b0c1b7d-bb17-4d24-ac3c-2fdbc6f07250,140e85cb-d415-47d8-8807-5e0cca27d4f4
1139,diem,Điểm b),,6/22/3/b,22003.02,9b0c1b7d-bb17-4d24-ac3c-2fdbc6f07250,154bcaee-0199-4f64-9ded-49e4f7ee1ff4
1139,khoan,Khoản 4,,6/22/2004,22004,9960919a-dc81-485a-b4f6-00d56837bd6c,7dccd7a4-91f5-4788-8d35-2155dc8715ae
1139,diem,Điểm a),,6/22/4/a,22004.01,7dccd7a4-91f5-4788-8d35-2155dc8715ae,81010128-c2f2-46c5-bf8d-1a7a11e99bf9
