document_id,document_number,sentence
2f444973592db965e50fb7108a415382ddc27565a6734a4333ce5d7d42bb006d,37/2018/TT-BGTVT,"các thông số gồm biến dạng nghiêng, lún, nứt, chuyển vị và võng"
2f444973592db965e50fb7108a415382ddc27565a6734a4333ce5d7d42bb006d,37/2018/TT-BGTVT,nội dung này gồm thời gian quan trắc
2f444973592db965e50fb7108a415382ddc27565a6734a4333ce5d7d42bb006d,37/2018/TT-BGTVT,nội dung này gồm số lượng chu kỳ đo
2f444973592db965e50fb7108a415382ddc27565a6734a4333ce5d7d42bb006d,37/2018/TT-BGTVT,nội dung này gồm các nội dung cần thiết khác
529d8eab8669243feef283222fb99b01c18fb3d0dc504cb3aea7275dd16c319d,37/2018/TT-BGTVT,"nhà thầu quan trắc phải lập phương án quan trắc, khối lượng và các yêu cầu cần quan trắc"
529d8eab8669243feef283222fb99b01c18fb3d0dc504cb3aea7275dd16c319d,37/2018/TT-BGTVT,"nhà thầu quan trắc phải lập phương án nhằm bảo đảm mục đích, yêu cầu của việc quan trắc"
529d8eab8669243feef283222fb99b01c18fb3d0dc504cb3aea7275dd16c319d,37/2018/TT-BGTVT,phương án quan trắc quy định về tổ chức thực hiện
529d8eab8669243feef283222fb99b01c18fb3d0dc504cb3aea7275dd16c319d,37/2018/TT-BGTVT,nhà thầu quan trắc phải thực hiện quan trắc theo phương án quan trắc được phê duyệt
529d8eab8669243feef283222fb99b01c18fb3d0dc504cb3aea7275dd16c319d,37/2018/TT-BGTVT,"nhà thầu quan trắc phải báo cáo người quản lý, sử dụng công trình đường bộ về kết quả quan trắc"
529d8eab8669243feef283222fb99b01c18fb3d0dc504cb3aea7275dd16c319d,37/2018/TT-BGTVT,"số liệu quan trắc phải được so sánh, đánh giá với giá trị giới hạn do nhà thầu thiết kế xây dựng công trình quy định"
529d8eab8669243feef283222fb99b01c18fb3d0dc504cb3aea7275dd16c319d,37/2018/TT-BGTVT,"số liệu quan trắc phải được so sánh, đánh giá với quy chuẩn kỹ thuật, tiêu chuẩn áp dụng"
529d8eab8669243feef283222fb99b01c18fb3d0dc504cb3aea7275dd16c319d,37/2018/TT-BGTVT,"người quản lý, sử dụng công trình đường bộ phải tổ chức đánh giá an toàn chịu lực công trình khi số liệu quan trắc vượt giá trị giới hạn cho phép"
529d8eab8669243feef283222fb99b01c18fb3d0dc504cb3aea7275dd16c319d,37/2018/TT-BGTVT,"người quản lý, sử dụng công trình đường bộ phải tổ chức đánh giá an toàn vận hành công trình khi số liệu quan trắc vượt giá trị giới hạn cho phép"
529d8eab8669243feef283222fb99b01c18fb3d0dc504cb3aea7275dd16c319d,37/2018/TT-BGTVT,"người quản lý, sử dụng công trình đường bộ phải tổ chức đánh giá an toàn chịu lực công trình khi số liệu quan trắc có dấu hiệu bất thường"
529d8eab8669243feef283222fb99b01c18fb3d0dc504cb3aea7275dd16c319d,37/2018/TT-BGTVT,"người quản lý, sử dụng công trình đường bộ phải tổ chức đánh giá an toàn vận hành công trình khi số liệu quan trắc có dấu hiệu bất thường"
529d8eab8669243feef283222fb99b01c18fb3d0dc504cb3aea7275dd16c319d,37/2018/TT-BGTVT,"người quản lý, sử dụng công trình đường bộ phải có biện pháp xử lý kịp thời trong quá trình khai thác, sử dụng công trình"
9e4dd5ed1c84d5db68d84a7d4eb2cfc5b5b52dbab7f896877694538c8d301bca,37/2018/TT-BGTVT,"kiểm định xây dựng công trình đường bộ là hoạt động đánh giá chất lượng sản phẩm xây dựng, bộ phận công trình đường bộ hoặc công trình đường bộ"
9e4dd5ed1c84d5db68d84a7d4eb2cfc5b5b52dbab7f896877694538c8d301bca,37/2018/TT-BGTVT,"kiểm định xây dựng công trình đường bộ là hoạt động kiểm tra nguyên nhân hư hỏng sản phẩm xây dựng, bộ phận công trình đường bộ hoặc công trình đường bộ"
9e4dd5ed1c84d5db68d84a7d4eb2cfc5b5b52dbab7f896877694538c8d301bca,37/2018/TT-BGTVT,"kiểm định xây dựng công trình đường bộ được thực hiện thông qua quan trắc, thí nghiệm kết hợp với việc tính toán, phân tích"
9e4dd5ed1c84d5db68d84a7d4eb2cfc5b5b52dbab7f896877694538c8d301bca,37/2018/TT-BGTVT,kiểm định chất lượng công trình phục vụ công tác bảo trì được thực hiện trong các trường hợp theo quy định
9e4dd5ed1c84d5db68d84a7d4eb2cfc5b5b52dbab7f896877694538c8d301bca,37/2018/TT-BGTVT,kiểm định chất lượng công trình phục vụ công tác bảo trì được thực hiện trong trường hợp kiểm định định kỳ
3747dfb7ebd92ab3558d89e957ad6c1c5adf154c15975b2c69528a7311b115fe,37/2018/TT-BGTVT,"kiểm định xây dựng công trình đường bộ là hoạt động kiểm tra, đánh giá chất lượng sản phẩm xây dựng, bộ phận công trình đường bộ hoặc công trình đường bộ"
3747dfb7ebd92ab3558d89e957ad6c1c5adf154c15975b2c69528a7311b115fe,37/2018/TT-BGTVT,"hoạt động kiểm định xây dựng công trình đường bộ bao gồm kiểm tra nguyên nhân hư hỏng sản phẩm xây dựng, bộ phận công trình đường bộ hoặc công trình đường bộ"
3747dfb7ebd92ab3558d89e957ad6c1c5adf154c15975b2c69528a7311b115fe,37/2018/TT-BGTVT,"kiểm định xây dựng công trình đường bộ còn bao gồm đánh giá giá trị sản phẩm xây dựng, bộ phận công trình đường bộ hoặc công trình đường bộ"
3747dfb7ebd92ab3558d89e957ad6c1c5adf154c15975b2c69528a7311b115fe,37/2018/TT-BGTVT,"kiểm định xây dựng công trình đường bộ còn kiểm tra các thông số kỹ thuật khác của sản phẩm xây dựng, bộ phận công trình đường bộ hoặc công trình đường bộ"
3747dfb7ebd92ab3558d89e957ad6c1c5adf154c15975b2c69528a7311b115fe,37/2018/TT-BGTVT,"hoạt động kiểm định xây dựng công trình đường bộ thực hiện thông qua quan trắc, thí nghiệm kết hợp với việc tính toán, phân tích"
3747dfb7ebd92ab3558d89e957ad6c1c5adf154c15975b2c69528a7311b115fe,37/2018/TT-BGTVT,kiểm định chất lượng công trình phục vụ công tác bảo trì được thực hiện khi phát hiện thấy chất lượng công trình có những hư hỏng của một số bộ phận công trình
3747dfb7ebd92ab3558d89e957ad6c1c5adf154c15975b2c69528a7311b115fe,37/2018/TT-BGTVT,kiểm định chất lượng công trình phục vụ công tác bảo trì được thực hiện khi công trình có dấu hiệu nguy hiểm
3747dfb7ebd92ab3558d89e957ad6c1c5adf154c15975b2c69528a7311b115fe,37/2018/TT-BGTVT,"kiểm định chất lượng công trình phục vụ công tác bảo trì được thực hiện khi công trình không đảm bảo an toàn cho việc khai thác, sử dụng theo quy định tại điểm b khoản 5 điều 40 nghị định số 46/2015/nđ-cp"
3747dfb7ebd92ab3558d89e957ad6c1c5adf154c15975b2c69528a7311b115fe,37/2018/TT-BGTVT,kiểm định chất lượng công trình phục vụ công tác bảo trì được thực hiện khi có dấu hiệu bất thường khác cần đánh giá về an toàn chịu lực công trình đường bộ
3747dfb7ebd92ab3558d89e957ad6c1c5adf154c15975b2c69528a7311b115fe,37/2018/TT-BGTVT,kiểm định chất lượng công trình phục vụ công tác bảo trì được thực hiện khi có dấu hiệu bất thường khác cần đánh giá an toàn vận hành khai thác công trình đường bộ
a6fa422cfee543ddea9c7c67cf0d75928bbb40b6393cb0d6c1d761bf8a6856ab,37/2018/TT-BGTVT,"kiểm định xây dựng công trình đường bộ là hoạt động kiểm tra, đánh giá chất lượng hoặc nguyên nhân hư hỏng của sản phẩm xây dựng, bộ phận công trình đường bộ hoặc công trình đường bộ"
a6fa422cfee543ddea9c7c67cf0d75928bbb40b6393cb0d6c1d761bf8a6856ab,37/2018/TT-BGTVT,"việc kiểm định xây dựng công trình đường bộ được thực hiện thông qua quan trắc, thí nghiệm kết hợp với việc tính toán, phân tích"
a6fa422cfee543ddea9c7c67cf0d75928bbb40b6393cb0d6c1d761bf8a6856ab,37/2018/TT-BGTVT,kiểm định chất lượng công trình phục vụ công tác bảo trì được thực hiện trong các trường hợp có yêu cầu đánh giá chất lượng hiện trạng của công trình phục vụ cho việc lập quy trình bảo trì
30cb6e7b56eff04497a54e8e6557023e2a65825c3b661c202abc2989e5390ea4,37/2018/TT-BGTVT,"hoạt động kiểm định được thực hiện thông qua quan trắc, thí nghiệm kết hợp với việc tính toán, phân tích"
30cb6e7b56eff04497a54e8e6557023e2a65825c3b661c202abc2989e5390ea4,37/2018/TT-BGTVT,kiểm định chất lượng công trình phục vụ công tác bảo trì được thực hiện trong các trường hợp sau
30cb6e7b56eff04497a54e8e6557023e2a65825c3b661c202abc2989e5390ea4,37/2018/TT-BGTVT,việc kiểm định được thực hiện khi cần có cơ sở để quyết định việc kéo dài thời hạn sử dụng của công trình đối với các công trình đã hết tuổi thọ thiết kế
30cb6e7b56eff04497a54e8e6557023e2a65825c3b661c202abc2989e5390ea4,37/2018/TT-BGTVT,"việc kiểm định được thực hiện khi cần làm cơ sở cho việc cải tạo, nâng cấp công trình theo quy định tại điểm d khoản 5 điều 40 nghị định số 46/2015/nđ-cp"
2eacac0aa65cc2857b10cc8532f4ae8b8d6e11ffef99bd8c1be9aa410da4dc4f,37/2018/TT-BGTVT,"kiểm định xây dựng công trình đường bộ là hoạt động kiểm tra, đánh giá chất lượng sản phẩm xây dựng, bộ phận công trình đường bộ hoặc công trình đường bộ"
2eacac0aa65cc2857b10cc8532f4ae8b8d6e11ffef99bd8c1be9aa410da4dc4f,37/2018/TT-BGTVT,"hoạt động kiểm định đánh giá nguyên nhân hư hỏng, giá trị, thời hạn sử dụng và các thông số kỹ thuật khác của sản phẩm xây dựng, bộ phận công trình đường bộ hoặc công trình đường bộ"
2eacac0aa65cc2857b10cc8532f4ae8b8d6e11ffef99bd8c1be9aa410da4dc4f,37/2018/TT-BGTVT,"hoạt động kiểm định được thực hiện thông qua quan trắc, thí nghiệm kết hợp với việc tính toán, phân tích"
2eacac0aa65cc2857b10cc8532f4ae8b8d6e11ffef99bd8c1be9aa410da4dc4f,37/2018/TT-BGTVT,kiểm định chất lượng công trình phục vụ công tác bảo trì được thực hiện khi có yêu cầu của cơ quan quản lý nhà nước về xây dựng
2eacac0aa65cc2857b10cc8532f4ae8b8d6e11ffef99bd8c1be9aa410da4dc4f,37/2018/TT-BGTVT,việc yêu cầu này được thực hiện theo quy định tại điểm đ khoản 5 điều 40 nghị định số 46/2015/nđ-cp
e51a885cfbf47b57c3e8b99101a6031485a758489af63df476960c96174f536e,37/2018/TT-BGTVT,sửa chữa công trình đường bộ nhằm đảm bảo sự làm việc bình thường và an toàn của công trình đường bộ
e51a885cfbf47b57c3e8b99101a6031485a758489af63df476960c96174f536e,37/2018/TT-BGTVT,sửa chữa công trình đường bộ bao gồm sửa chữa định kỳ công trình đường bộ
e51a885cfbf47b57c3e8b99101a6031485a758489af63df476960c96174f536e,37/2018/TT-BGTVT,sửa chữa định kỳ công trình đường bộ bao gồm sửa chữa hư hỏng hoặc thay thế bộ phận công trình
e51a885cfbf47b57c3e8b99101a6031485a758489af63df476960c96174f536e,37/2018/TT-BGTVT,sửa chữa định kỳ công trình đường bộ bao gồm thay thế thiết bị lắp đặt vào công trình bị hư hỏng
e51a885cfbf47b57c3e8b99101a6031485a758489af63df476960c96174f536e,37/2018/TT-BGTVT,sửa chữa định kỳ công trình đường bộ được thực hiện định kỳ theo quy định của quy trình bảo trì
6cd2bc2d5ba2114869a1418170778432879dfa5c9f66f22f747555101b002631,37/2018/TT-BGTVT,"các hoạt động sửa chữa nhằm đảm bảo sự làm việc bình thường, an toàn của công trình đường bộ"
6cd2bc2d5ba2114869a1418170778432879dfa5c9f66f22f747555101b002631,37/2018/TT-BGTVT,sửa chữa công trình đường bộ bao gồm sửa chữa đột xuất công trình đường bộ
6cd2bc2d5ba2114869a1418170778432879dfa5c9f66f22f747555101b002631,37/2018/TT-BGTVT,"sửa chữa đột xuất công trình đường bộ được thực hiện khi bộ phận công trình hoặc công trình bị hư hỏng do chịu tác động đột xuất như gió, bão, lũ lụt, động đất, va đập, cháy và những tác động đột xuất khác"
6cd2bc2d5ba2114869a1418170778432879dfa5c9f66f22f747555101b002631,37/2018/TT-BGTVT,"việc sửa chữa đột xuất do bão, lũ, lụt được thực hiện theo quy định của bộ trưởng bộ giao thông vận tải về phòng, chống, khắc phục hậu quả bão, lũ, lụt trong ngành đường bộ"
b3a98a2d22089093a654be1af49412aa37d7818299425b9dafed2e74acbd2eda,37/2018/TT-BGTVT,tổng cục đường bộ việt nam chịu trách nhiệm bảo đảm giao thông an toàn và thông suốt
b3a98a2d22089093a654be1af49412aa37d7818299425b9dafed2e74acbd2eda,37/2018/TT-BGTVT,tổng cục đường bộ việt nam chịu trách nhiệm bảo đảm quy định của quy trình bảo trì được giao
b3a98a2d22089093a654be1af49412aa37d7818299425b9dafed2e74acbd2eda,37/2018/TT-BGTVT,tổng cục đường bộ việt nam chịu trách nhiệm bảo đảm quy định của quy trình vận hành khai thác được giao
b3a98a2d22089093a654be1af49412aa37d7818299425b9dafed2e74acbd2eda,37/2018/TT-BGTVT,tổng cục đường bộ việt nam chịu trách nhiệm bảo đảm quy định của tiêu chuẩn và quy chuẩn kỹ thuật được giao
b3a98a2d22089093a654be1af49412aa37d7818299425b9dafed2e74acbd2eda,37/2018/TT-BGTVT,tổng cục đường bộ việt nam chịu trách nhiệm bảo đảm quy định của kế hoạch bảo trì được giao
16685cd305f4ed1aa788126fe975ec7a5fac4282a9117df7ea75895fdc0c02a1,37/2018/TT-BGTVT,tổng cục đường bộ việt nam thực hiện đảm bảo giao thông bước 1 theo quy định của bộ trưởng bộ giao thông vận tải về phòng chống lụt bão trong ngành đường bộ
7a96df5730ffcd31ef35775dc3c147cde57a574b6bf1177e9aa18168c585a932,37/2018/TT-BGTVT,"việc thực hiện quản lý, khai thác và bảo trì công trình đường bộ bảo đảm giao thông an toàn"
7a96df5730ffcd31ef35775dc3c147cde57a574b6bf1177e9aa18168c585a932,37/2018/TT-BGTVT,"việc thực hiện quản lý, khai thác và bảo trì công trình đường bộ bảo đảm giao thông thông suốt"
769caab081ae80c09e9ced18bc98ccfddf7407e3f58865bb11e412520d7b40da,37/2018/TT-BGTVT,"doanh nghiệp bảo đảm giao thông an toàn, thông suốt và đúng quy định của pháp luật"
11e98864d90f5fbfc4eaf14b56e0a8ead15805ca394fc347863e81254ac7c407,37/2018/TT-BGTVT,nhà thầu thiết kế kỹ thuật áp dụng đối với công trình thiết kế 3 bước
7e0733d5dfbba66526500baeefe6005dabb72b8c5492be472862110e03b930b2,37/2018/TT-BGTVT,hồ sơ thiết kế bao gồm hồ sơ thiết kế điều chỉnh nếu có
dde3ac0eecfce1dd024d484ec23f23f3801dff7279a8b40a952a424287a69097,37/2018/TT-BGTVT,căn cứ lập quy trình bảo trì công trình đường bộ bao gồm lắp đặt thiết bị vào công trình
e73053719f947d49f029f1781ae1d8c75e69a3243c8d86cccdda70526edc3897,37/2018/TT-BGTVT,"đối với các dự án đầu tư xây dựng mới, cải tạo, nâng cấp, mở rộng công trình đường bộ, việc phê duyệt quy trình bảo trì được thực hiện như sau"
b084956568b92f9a785bf1398abec60fd45df2f86221a5f138ff2cfbec302bc7,37/2018/TT-BGTVT,"đối với các công trình đã đưa vào khai thác quy định tại khoản 2 điều 6, thẩm quyền phê duyệt được xác định như sau"
254631e6c4af7f04159a7be7f47851a8e68c67bda938eab4bbe5f1c3b418efca,37/2018/TT-BGTVT,"đối với các công trình đã đưa vào khai thác quy định tại khoản 2 điều 6, thẩm quyền phê duyệt như sau"
d81b9e85d98f756eefc3910910fdb6a5873ec0ce565eb21b8a1c78666820cafc,37/2018/TT-BGTVT,"đối với các công trình đã đưa vào khai thác quy định tại khoản 2 điều 6, thẩm quyền phê duyệt được xác định"
3b7ff9a36bec8ae950185cac5efb2f7c9b4fc5c2fd59267600da2b46fcc5a6f9,37/2018/TT-BGTVT,"nhà thầu thực hiện sửa đổi, bổ sung quy trình bảo trì phải chịu trách nhiệm về chất lượng công việc do nhà thầu đó thực hiện"
7c9c85f81e7b08e480f87c92a5f831d1cabce8249990e5214e726fc022839c24,37/2018/TT-BGTVT,"các chỉ dẫn, hướng dẫn nhằm bảo đảm cho việc khai thác công trình đúng công suất, công năng"
7c9c85f81e7b08e480f87c92a5f831d1cabce8249990e5214e726fc022839c24,37/2018/TT-BGTVT,"các chỉ dẫn, hướng dẫn nhằm bảo đảm an toàn công trình"
c6ad6b1168459026180bd85f44eb4d8670230e667f486cb8c699629fe08e192a,37/2018/TT-BGTVT,"quy trình vận hành khai thác công trình đường bộ phải có các quy định về an toàn, cứu hộ, phòng chống cháy nổ và các nội dung khác có liên quan"
0d9886ff3da1aa3a1fb93ac9fd64ca50a7c7c4a75bd321bebf237faf692f3ab5,37/2018/TT-BGTVT,căn cứ lập quy trình khai thác gồm sổ tay
0d9886ff3da1aa3a1fb93ac9fd64ca50a7c7c4a75bd321bebf237faf692f3ab5,37/2018/TT-BGTVT,căn cứ lập quy trình khai thác gồm tài liệu hướng dẫn
0d9886ff3da1aa3a1fb93ac9fd64ca50a7c7c4a75bd321bebf237faf692f3ab5,37/2018/TT-BGTVT,căn cứ lập quy trình khai thác gồm đào tạo vận hành thiết bị
0d9886ff3da1aa3a1fb93ac9fd64ca50a7c7c4a75bd321bebf237faf692f3ab5,37/2018/TT-BGTVT,căn cứ lập quy trình khai thác gồm đào tạo vận hành công trình
d61c4aa11c23e75b8e8730cba111269ac63bd83827bb7784831c8ff9ded02262,37/2018/TT-BGTVT,quy trình khai thác được lập căn cứ vào các nội dung cần thiết khác
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm báo cáo nghiên cứu khả thi đầu tư xây dựng hoặc báo cáo kinh tế - kỹ thuật đầu tư xây dựng
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm duyệt thiết kế kỹ thuật
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm thiết kế bản vẽ thi công
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm các biên bản nghiệm thu có liên quan đến dự án đầu tư xây dựng
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm biên bản nghiệm thu hoàn thành công trình đưa vào khai thác sử dụng
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm nhiệm vụ khảo sát
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm báo cáo kết quả khảo sát xây dựng công trình
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm các kết quả quan trắc
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm các kết quả đo đạc
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm thí nghiệm khả năng chịu lực kết cấu công trình trong quá trình thi công (nếu có)
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm danh mục các thiết bị
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm danh mục phụ tùng
907f268443fcdb0ab8f188b9711448f4c4c210bcb4995256dfbe363dbcd0c529,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm danh mục vật tư dự trữ
68ea09adafa74554817c866e8abec62637cec037e81ea776db44a09365ea09bb,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm thiết kế bản vẽ thi công đã được chủ đầu tư xác nhận
68ea09adafa74554817c866e8abec62637cec037e81ea776db44a09365ea09bb,37/2018/TT-BGTVT,các tài liệu phục vụ vận hành khai thác công trình đường bộ bao gồm thiết kế bản vẽ thi công đã được chủ đầu tư xác nhận
68ea09adafa74554817c866e8abec62637cec037e81ea776db44a09365ea09bb,37/2018/TT-BGTVT,các tài liệu phục vụ bảo trì công trình đường bộ bao gồm thiết kế bản vẽ thi công đã được chủ đầu tư xác nhận
68ea09adafa74554817c866e8abec62637cec037e81ea776db44a09365ea09bb,37/2018/TT-BGTVT,thiết kế bản vẽ thi công đã được chủ đầu tư xác nhận có danh mục kèm theo
68ea09adafa74554817c866e8abec62637cec037e81ea776db44a09365ea09bb,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm các thay đổi thiết kế trong quá trình thi công
68ea09adafa74554817c866e8abec62637cec037e81ea776db44a09365ea09bb,37/2018/TT-BGTVT,các tài liệu phục vụ vận hành khai thác công trình đường bộ bao gồm các thay đổi thiết kế trong quá trình thi công
68ea09adafa74554817c866e8abec62637cec037e81ea776db44a09365ea09bb,37/2018/TT-BGTVT,các tài liệu phục vụ bảo trì công trình đường bộ bao gồm các thay đổi thiết kế trong quá trình thi công
3ca6be012b0532b5f6beb292a7ec3921548f25d6c795cf38fad45a8366a2fc56,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ gồm bản vẽ hoàn công
3ca6be012b0532b5f6beb292a7ec3921548f25d6c795cf38fad45a8366a2fc56,37/2018/TT-BGTVT,"các tài liệu phục vụ vận hành khai thác công trình đường bộ gồm mốc cao độ, tọa độ nếu có"
b9baea26a19724a5474d7ed91768c127fd0e0e7a36907f559f329cd99f5be3f2,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm hồ sơ thiết bị
b9baea26a19724a5474d7ed91768c127fd0e0e7a36907f559f329cd99f5be3f2,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm lý lịch thiết bị
b9baea26a19724a5474d7ed91768c127fd0e0e7a36907f559f329cd99f5be3f2,37/2018/TT-BGTVT,các tài liệu phục vụ vận hành khai thác công trình đường bộ bao gồm hồ sơ thiết bị công nghệ
b9baea26a19724a5474d7ed91768c127fd0e0e7a36907f559f329cd99f5be3f2,37/2018/TT-BGTVT,các tài liệu phục vụ vận hành khai thác công trình đường bộ bao gồm các tài liệu hướng dẫn sử dụng thiết bị lắp đặt vào công trình
b9baea26a19724a5474d7ed91768c127fd0e0e7a36907f559f329cd99f5be3f2,37/2018/TT-BGTVT,các tài liệu phục vụ vận hành khai thác công trình đường bộ bao gồm các tài liệu hướng dẫn vận hành thiết bị lắp đặt vào công trình
b9baea26a19724a5474d7ed91768c127fd0e0e7a36907f559f329cd99f5be3f2,37/2018/TT-BGTVT,các tài liệu phục vụ bảo trì công trình đường bộ bao gồm các tài liệu hướng dẫn vận hành dây chuyền công nghệ lắp đặt vào công trình
af2fe6665ce10bd565da85fa2dc6ebd26930bd232d08cb75f668f0ca75004a89,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm hồ sơ cọc mốc đã đền bù giải phóng mặt bằng thực tế
af2fe6665ce10bd565da85fa2dc6ebd26930bd232d08cb75f668f0ca75004a89,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm hệ thống cọc mốc hành lang an toàn đường bộ và mốc đất của đường bộ
2bfa75879b6d761e5c5a71cba52695114cebaaa807625ad79e56b206302bee71,37/2018/TT-BGTVT,các tài liệu phục vụ vận hành khai thác công trình đường bộ bao gồm quy trình khai thác công trình đường bộ
e71fa9434e05e9855c0d11415f83b68e7a0812018382f91b88b54abd83970d08,37/2018/TT-BGTVT,các tài liệu phục vụ quản lý công trình đường bộ bao gồm hồ sơ tài liệu về tổ chức giao thông nếu có
