document_id,document_number,sentence
47deaaf2-d8d1-4bc0-b669-657156bb7ad2,,Nhiệm vụ cụ thể của cố vấn học tập được quy định riêng
c0a6aa92-8d54-4f22-9376-4fce50d76170,,Những người vi phạm bỏ coi thi mà không thông báo cho đơn vị tổ chức môn thi từ 2 lần trở lên trong một đợt thi bị cảnh cáo
c0a6aa92-8d54-4f22-9376-4fce50d76170,,Những cán bộ chấm thi nộp điểm trễ so với thời hạn quy định bị cảnh cáo
b35f74dd-5c55-4789-9df1-4c298afd8bbf,,Không xét chuẩn quá trình với chương trình có ngoại ngữ khác tiếng Anh và tiếng Nhật
323c796e-eb24-4f73-8c2a-460f66078b52,,HCM
0d9e1630-4d15-4482-98e9-c8b7fa6f6c80,,Cách tính điểm trung bình được quy định
378db57a-8c4e-4a9d-b3a5-75e7bc3e9f3d,,chương trình đào tạo từ xa và thời gian học tập được quy định
d8a75663-399c-4e3c-a360-c244ca687400,,Sinh viên hình thức đào tạo từ xa được xin chuyển sang ngành đào tạo từ xa khác nếu đủ điều kiện trúng tuyển ngành đào tạo của khóa tuyển tương ứng
7f75cd30-b5fb-4335-8b20-fa9192098cc1,,Chương 2 trình bày về tổ chức đào tạo
626705fa-9e81-49e2-9d31-b6739c846733,,Mỗi đề tài khóa luận tốt nghiệp do ít nhất một cán bộ hướng dẫn có học vị từ thạc sĩ trở lên hướng dẫn
626705fa-9e81-49e2-9d31-b6739c846733,,"Trường hợp mời cán bộ hướng dẫn bên ngoài, phải có một cán bộ hướng dẫn là cán bộ của trường"
dc482d01-e8ea-4ea2-be0d-5ffc196665da,,Chế độ học tập của sinh viên được quy định rõ ràng
8e04d88f-8756-4aca-954e-21421dee57d8,,Nếu sinh viên không báo cáo đúng hạn thì bị xem là không đạt và phải đăng ký học lại
16ed23f7-f4e1-4a05-9580-b28768577791,,Phạm vi điều chỉnh và đối tượng áp dụng được quy định
f13d5314-2bd5-4c1c-9932-3ce301bfd77f,,Hằng năm có hai đợt bảo vệ khóa luận tốt nghiệp theo kế hoạch đào tạo của trường
244a1eba-8146-4df9-8da8-739ac33ce8d3,,"Điều kiện chuyển ngành, chuyển chương trình, chuyển trường được quy định"
2f4d854e-2a19-40c0-94bd-1279371601a1,,Sinh viên đến chậm quá 15 phút sau khi đã bóc đề thi thì không được dự thi
f296c349-775b-4072-8a0c-c4dd20d3d527,,"Củng cố toàn diện bốn kỹ năng sử dụng tiếng Anh tổng quát: nghe, nói, đọc, viết"
3bd3c693-09c8-4963-a7bd-4aee453229c5,,Học sinh đăng ký học tập
5c2ce6a0-4a3a-4846-8095-44495b0b12ac,,lưu trữ hồ sơ thi
5e26e244-bee1-4a9a-ac93-2b769b2ed2b8,,Nhiệm vụ của cố vấn học tập được quy định riêng
f3f6c12d-8ffb-47be-870e-d45dbd703e6c,,"Chế độ báo cáo, lưu trữ và công khai thông tin được quy định rõ ràng"
a9bf5b39-bd97-4f30-8957-1bf9b4db71ea,,Học kỳ và năm học được xác định
728b4b72-097a-4d2b-a19f-0f6d10000e35,,Việc xác định lại dân tộc và giới tính được thực hiện
0b3292a5-ed7c-4246-a26b-f248a6b0389c,,Trợ giảng do cán bộ giảng dạy lý thuyết chỉ định
2814d859-3e75-47cf-96ec-9ed9f1cfc1da,,Các cơ quan phối hợp xét miễn học
1d01befb-1399-43b1-8af7-713f16a71319,,Trợ giảng do cán bộ giảng dạy lý thuyết chỉ định
00dec434-35ac-477e-8428-54cbb0de069f,,2 hoặc đã đạt học phần Anh văn 3
3a48e01c-d1c2-4b08-9ef1-aae2a6d7d8e0,,Hệ thống đào tạo từ xa hoạt động
8743288a-ea21-4561-ac74-6e93aa0ebb9f,,Hằng năm có hai đợt bảo vệ khóa luận tốt nghiệp theo kế hoạch đào tạo của trường
b61aff7f-4b3d-40d9-9bc3-52c8c26d92e3,,Sinh viên tạm dừng học tập
db551ee6-82ac-4519-b46f-cea17c377ba7,,Nguyên tắc xác định học phí được áp dụng
ace9ca76-973a-4302-9216-7df4ea66b540,,Cách quản lý điểm được quy định rõ ràng
eb0070ce-3927-4f5a-876f-754534bb0ada,,Các hình thức thi bao gồm tự luận hoặc tự luận kết hợp với trắc nghiệm
eb0070ce-3927-4f5a-876f-754534bb0ada,,Các hình thức thi bao gồm trắc nghiệm
eb0070ce-3927-4f5a-876f-754534bb0ada,,Các hình thức thi bao gồm vấn đáp
bd843fd6-c72c-4851-9ea4-9ee0dc7bb700,,Lớp Anh văn 5 đang học
0de599f2-1ea6-403f-86b8-3ccaf36f65dc,,p
5be4526f-0db1-4888-915b-64f17fa8e0bc,,Điều kiện xét tốt nghiệp và công nhận tốt nghiệp được quy định rõ ràng
a16cdcbf-7fb4-438c-9461-b1244885d263,,Mẫu chứng chỉ 39 được sử dụng
dcba0417-32ac-4fbf-a087-b99ffcb0a255,,Mẫu bằng cử nhân/kỹ sư 36 được sử dụng
a8b16c1d-6b22-496e-a582-f03fc1e74a65,,Sinh viên tạm dừng học tập
644575eb-7783-4f21-b1fa-f9ea3ad68acd,,"Những người vi phạm các lỗi như bỏ coi thi không thông báo, để sinh viên trao đổi tự do trong phòng thi, chấm điểm sai hoặc nộp điểm trễ sẽ bị cảnh cáo"
0c880e04-3e66-49fa-be10-e9e7fada2ba2,,Chủ trì tổ chức xét miễn học
095e47d6-c2a0-4498-9c42-c18531d16ccc,,Xử lý sự cố phát sinh 11
1f71d365-0992-43e8-a457-75596142b48b,,"Nếu cần hỏi, sinh viên phải hỏi cán bộ coi thi công khai và giữ trật tự, im lặng trong phòng thi"
a080f914-9576-48fa-9115-65d96ad96d9c,,Mẫu bằng thạc sĩ được sử dụng
f8a5bef8-87c9-49af-a9af-3392f0b87a4b,,Trường học cấp bảng điểm
2b511d36-24d2-4ebb-b915-53dfe71399ff,,p
8295c3d6-dadf-4620-b03d-c522d4e310f8,,Sinh viên phải có một trong các loại chứng chỉ tiếng Anh tương đương TOEIC 400 hoặc đã hoàn tất môn học Anh văn 2
d4e6a776-4b18-4473-a742-29c18923516e,,Điều kiện xét tốt nghiệp và công nhận tốt nghiệp được quy định
a17d8b60-30dc-4ade-bddb-768b2deef908,,Cán bộ vi phạm trong công tác tổ chức thi sẽ bị xử lý vi phạm theo quy định
e1547db4-da92-42b2-8732-d82b58d617fc,,Những người vi phạm các lỗi quy định bị cảnh cáo
6265694b-5812-46b1-9782-5331b92d45a3,,HCM
05d94363-1d37-4e2d-8002-b0f8ff444604,,Đánh số chỗ ngồi
c925fd80-e190-47c2-bf23-6d8bbf43bf52,,Việc công nhận các loại chứng chỉ khác do hiệu trưởng xem xét và quyết định
0e4a8b12-7300-46bb-8774-ecab0f98af50,,Trong bảng điểm ghi rõ chuyên ngành nếu có
dcccdba4-da15-4bfe-a645-ecb00a630551,,Giải thích từ ngữ
d1829196-4845-4d58-b7f0-32e96b86e478,,Trường Đại học Công nghệ Thông tin Đại học Quốc gia TP
e2b47ce0-2195-4300-9f84-cd56b235c8b3,,Chương trình chất lượng cao được triển khai
d33d510a-0452-4f06-a054-d2e6110a9f90,,Trách nhiệm của sinh viên và cố vấn học tập phải được thực hiện đầy đủ
e6cf6b33-20b7-44dd-91ca-b91bf9748434,,Việc thay đổi hoặc cải chính hộ tịch được cơ quan có thẩm quyền xác nhận
3088eb47-2e4e-4515-b029-6cee15755aed,,bảo lưu kết quả trúng tuyển
70c0785b-c694-4f8b-8ada-f830ba4c1374,,Các cơ quan phối hợp xét miễn học
b9d7db32-a6d6-4551-8683-8f1d88466d7c,,"Nếu điểm của thành viên hội đồng sai khác từ 2 điểm trở lên so với điểm tổng kết, hội đồng phải họp thảo luận để thống nhất"
597d741e-f1e9-4a7d-8653-e291e6b4971d,,Bài làm của sinh viên phải viết rõ ràng và sạch sẽ
1dfe7e72-7735-43c0-ac73-a0b748ec76df,,Kế hoạch giảng dạy và học tập được xây dựng và tổ chức đăng ký học tập được thực hiện
ee20c386-e631-4fbc-97d4-ac11d7d82d71,,Cán bộ được phân công chấm thi
c1515d30-beb6-4d38-89d8-03b241d4fc03,,Các hình thức thi bao gồm trắc nghiệm
c1515d30-beb6-4d38-89d8-03b241d4fc03,,Các hình thức thi bao gồm vấn đáp
11eb4cdc-1a9f-4a5c-a83c-b0e2e28cccc4,,bảo lưu kết quả trúng tuyển
364a8fbb-d9fb-42f1-b4ee-e4b9b8d2812d,,Hộ tịch được bổ sung và điều chỉnh
ddd5de2d-9fce-4dcf-8fbe-a0fac1ad14ac,,Cấp bằng tốt nghiệp
e0f5293b-9dad-4ada-8c39-a060623fe3d5,,"nếu không chỉnh sửa, trường phải trả lời bằng văn bản và nêu rõ lý do"
4fed8be7-7905-41c8-a412-18b7b8e5c379,,Chương trình đào tạo được xây dựng
5ea0de31-2e88-403a-a78a-4a25a3ece4f6,,Xuất danh sách môn thi
70c191bd-3e51-488c-b578-97a314efd9f0,,"Quy định này sẽ được sửa đổi, bổ sung"
70c191bd-3e51-488c-b578-97a314efd9f0,,"Việc sửa đổi, bổ sung do hiệu trưởng xem xét, quyết định"
ec4d6925-d4fb-4983-8bdf-d8129749f73e,,"Cha, mẹ, con"
ec4d6925-d4fb-4983-8bdf-d8129749f73e,,"vợ, chồng"
ec4d6925-d4fb-4983-8bdf-d8129749f73e,,"anh, chị, em ruột"
88ea696f-5235-462e-bd0c-d5c4d2f53c43,,Sinh viên bị cảnh cáo mà tiếp tục vi phạm sẽ bị đình chỉ thi
49c09335-f1f4-4f1a-8dd3-f05e8b2d5bec,,2
4ac7bc1e-9b87-452a-b94c-449a829f354f,,Trên đề thi gốc có chữ ký của cán bộ ra đề thi
e1a8c94e-41b4-4a54-80dd-819d0775307d,,Nguyên tắc tổ chức đào tạo được áp dụng
7e2f4646-08d3-4427-a193-36dbe566b321,,Bảo đảm chất lượng dự án đầu tư xây dựng
840f8ea3-3e8f-4f2f-a8ba-66c14bef7228,,"Người học phải đăng ký học tập, học lại và học cải thiện"
d233fc8f-9d7c-40c2-9aad-e9df350e9846,,Sơ đồ tóm tắt được trình bày
66729510-9723-467f-a1be-08c516685d35,,Việc quản lý hồ sơ sinh viên được thực hiện theo quy định
f341400f-6924-44d7-b1b1-bdb38e4654c6,,Điểm miễn là 19
278a2a72-4210-4ad8-abae-1962a8c8ced0,,Tổ chức lớp
b012808c-ffda-4c6f-a68c-f9c30cff45b9,,Người kiểm tra thực hiện kiểm tra
04e6ee64-0eaa-46ee-8b13-6e1ccf179a05,,Đề tài kltn do giảng viên hoặc các doanh nghiệp đề xuất
26882c43-af9b-4d74-be00-767ab9b6915d,,Chủ trì tổ chức xét miễn học
5fa981d5-7c06-404d-89a1-7e4ea8be95e6,,Việc chấm thực tập và khóa luận tốt nghiệp được thực hiện
fd8c3f6d-74de-4845-8350-8fac842f2999,,Chương trình tiên tiến được áp dụng
961d1bcb-af87-4cfd-9e06-a21c7eb62c6f,,Người có trách nhiệm lập danh sách miễn giảm coi thi
8ab7779e-ca7c-4cd5-b8e0-c260a932fd76,,Ứng dụng công nghệ thông tin được sử dụng trong tổ chức đào tạo
4ab248c9-3d00-47ff-97eb-cf5ef27d252b,,Thời gian bảo lưu đối với trường hợp điều động vào lực lượng vũ trang bằng thời gian được điều động
6013e994-c434-42e5-a164-0f1588f115c5,,Sinh viên phải làm đơn đăng ký thi lại học phần khi được nhận điểm i
eebf29b2-e1d4-47bb-ad71-99fced8058a2,,"Việc in phôi chứng chỉ phải đảm bảo chặt chẽ, an toàn và bảo mật"
eebf29b2-e1d4-47bb-ad71-99fced8058a2,,Sổ quản lý phải được lập
c33b8af7-ccdc-458a-ac47-8e6af25b2dba,,Chủ trì tổ chức xét miễn học
6d694c4f-3166-4285-99a8-04296b619992,,Mọi thao tác trên dữ liệu điểm phải được ghi nhận lại đầy đủ và chính xác
